ID,Text,Sub-task A,Sub-task B,monolingual,tokenized
C59.2098.4,আপনি আমার মনের কথা বলে দিছেন 😁😁😁😁😁😁,NAG,NGEN,আপনি আমার মনের কথা বলে দিছেন 😁😁😁😁😁😁,"['আপনি', 'আমার', 'মনের', 'কথা', 'বলে', 'দিছেন', '😁😁😁😁😁😁']"
C61.1037,No. 1 khanki .,OAG,GEN,no. 1 khanki .,"['no.', '1', 'khanki', '.']"
C59.207,Vai o superstar na o Vikari Star 🌟,CAG,NGEN,vai o superstar na দ্য vikari star 🌟,"['vai', 'o', 'superstar', 'na', 'দ্য', 'vikari', 'star', '🌟']"
C46.140,Ei kuttar bachcha guloke janto purite mara uchit.,NAG,NGEN,ei kuttar bachcha গুলোকে janto purite mara uchit.,"['ei', 'kuttar', 'bachcha', 'গুলোকে', 'janto', 'purite', 'mara', 'uchit.']"
C61.793,Chutiya sur ha harami singer,OAG,GEN,chutiya sur ha harami singer,"['chutiya', 'sur', 'ha', 'harami', 'singer']"
C68.288,Agni khoob Bhalo,NAG,NGEN,agni khoob bhalo,"['agni', 'khoob', 'bhalo']"
C59.2127,Ranu mondal ke grina ke ke koro like koro,CAG,NGEN,mondal grina ke ke করো পছন্দ koro,"['mondal', 'grina', 'ke', 'ke', 'করো', 'পছন্দ', 'koro']"
C45.742,My nambar 9064592201 fon koro,NAG,NGEN,my nambar 9064592201 fon করো,"['my', 'nambar', '9064592201', 'fon', 'করো']"
C68.134,Ak Dom tek bolacho,NAG,NGEN,এক dom tek কুকি,"['এক', 'dom', 'tek', 'কুকি']"
C59.372,Waw bro nice video,NAG,NGEN,waw ভাই সুন্দর video,"['waw', 'ভাই', 'সুন্দর', 'video']"
C59.1306,Jio vai lajabab 😇😇😇 akdom right,NAG,NGEN,jio বা অসাধারণ 😇😇😇 akdom right,"['jio', 'বা', 'অসাধারণ', '😇😇😇', 'akdom', 'right']"
C44.343.1,এসব আপনাদের ধর্মে হয় আমাদের ধর্মে হয়না।,NAG,NGEN,এসব আপনাদের ধর্মে হয় আমাদের ধর্মে না।,"['এসব', 'আপনাদের', 'ধর্মে', 'হয়', 'আমাদের', 'ধর্মে', 'না।']"
C45.316,😂😂🤣🤣😂🤣😂🤣,NAG,NGEN,😂😂🤣🤣😂🤣😂🤣,['😂😂🤣🤣😂🤣😂🤣']
C59.1615,"বাই পুরা কামাল করে দিয়ছ,,, একদম Right কথা বলছ,,,,",NAG,NGEN,"বাই পুরা কামাল দিয়ছ,,, একদম ঠিক কথা বলছ,,,,","['বাই', 'পুরা', 'কামাল', 'দিয়ছ,,,', 'একদম', 'ঠিক', 'কথা', 'বলছ,,,,']"
C59.624,Ranu mondal diye bathroom poriskar korabo,CAG,NGEN,ranu মন্ডল দিয়ে bathroom পরিষ্কার সহযোগিতা,"['ranu', 'মন্ডল', 'দিয়ে', 'bathroom', 'পরিষ্কার', 'সহযোগিতা']"
C61.1457,কুত্তার মতো ব্যাবহার মাগির বেটি।,OAG,GEN,কুত্তার মতো ব্যবহার মাগির বেটি।,"['কুত্তার', 'মতো', 'ব্যবহার', 'মাগির', 'বেটি।']"
C46.17,Are k ja ja sasti dia hoye6e....tate ami khusi noi..,NAG,NGEN,k এবং এবং sasti dia হয়ে৬ই....তাতে আমি খুসি আমরা ..,"['k', 'এবং', 'এবং', 'sasti', 'dia', 'হয়ে৬ই....তাতে', 'আমি', 'খুসি', 'আমরা', '..']"
C68.933,ঠিক কথা আপনি বলেছেন,NAG,NGEN,ঠিক কথা আপনি বলেছেন,"['ঠিক', 'কথা', 'আপনি', 'বলেছেন']"
C44.111.1,Maja nichen naki???,NAG,NGEN,মে বিরোধী নাকি???,"['মে', 'বিরোধী', 'নাকি???']"
C68.540,"রানু মাগী হায় হায় হায় হায় হায় হায় হায় হায় হায় হায়
কুত্তা সব সময় কুত্তা থাকে ও থাকবে।।।। ।।।।।।।",CAG,GEN,মাগী হায় হায় হায় হায় হায় হায় হায় হায় হায় হায় কুত্তা সব সময় কুত্তা থাকে ও থাকবে।।।। ।।।।।।।,"['মাগী', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'হায়', 'কুত্তা', 'সব', 'সময়', 'কুত্তা', 'থাকে', 'ও', 'থাকবে।।।।', '।।।।।।।']"
C61.1592,Magi Akta fokinni,OAG,GEN,মাগি একটা fokinni,"['মাগি', 'একটা', 'fokinni']"
C45.310,Apnar kotha bartar theke eder bebohar bhalo.,NAG,NGEN,আপনার কথা বার্তার theke এদের bebohar ভালো.,"['আপনার', 'কথা', 'বার্তার', 'theke', 'এদের', 'bebohar', 'ভালো.']"
C59.290,Ami to mar shata akmot,NAG,NGEN,আমি প্রতি সমুদ্র shata একমত,"['আমি', 'প্রতি', 'সমুদ্র', 'shata', 'একমত']"
C59.687,Fokinni chuda magi ranu,OAG,GEN,fokinni চর্মসার মাগি,"['fokinni', 'চর্মসার', 'মাগি']"
C55.114,"Cele tar more valo hoice . Arkom cele cele jatir kolonko . J bow ar hathe mar
khai tar to morai uchit",CAG,GEN,দ্য তার more ভালো hoice . arkom দ্য cele জাতির কোলন . জে bow হাতের দ্বারা সমুদ্র ঘোষণা তার প্রতি পাওয়া উচিত,"['দ্য', 'তার', 'more', 'ভালো', 'hoice', '.', 'arkom', 'দ্য', 'cele', 'জাতির', 'কোলন', '.', 'জে', 'bow', 'হাতের', 'দ্বারা', 'সমুদ্র', 'ঘোষণা', 'তার', 'প্রতি', 'পাওয়া', 'উচিত']"
C59.256,Nice bro...Osthir 👌👌,NAG,NGEN,nice ব্রো...অস্থির 👌👌,"['nice', 'ব্রো...অস্থির', '👌👌']"
C47.53,মেয় রা বেশী খারাপ,NAG,GEN,মেয়ে রা বেশী খারাপ,"['মেয়ে', 'রা', 'বেশী', 'খারাপ']"
C68.1344,অনেক ভালো লাগলো ভাই আপনার ভিডিওটি,NAG,NGEN,অনেক ভালো লাগলো ভাই আপনার ভিডিওটি,"['অনেক', 'ভালো', 'লাগলো', 'ভাই', 'আপনার', 'ভিডিওটি']"
C68.391,"Oke Abar station te pathiye dilei hoi kintu it's akhon samvab noi...1 number
er harami mohila",CAG,NGEN,ওকে আবার স্টেশন প্রতি পাঠিয়ে দিলেই hoi কিন্তু এটা এখন সজ্জিত আমরা ... 1 সংখ্যা হারামি mohila,"['ওকে', 'আবার', 'স্টেশন', 'প্রতি', 'পাঠিয়ে', 'দিলেই', 'hoi', 'কিন্তু', 'এটা', 'এখন', 'সজ্জিত', 'আমরা', '...', '1', 'সংখ্যা', 'হারামি', 'mohila']"
C68.581,"প্রশংসা করা কঠিন, নিন্দা করা সহজ নিজেকে শোধরান।",CAG,NGEN,"প্রশংসা করা কঠিন, নিন্দা করা সহজ নিজেকে শোধরানো।","['প্রশংসা', 'করা', 'কঠিন,', 'নিন্দা', 'করা', 'সহজ', 'নিজেকে', 'শোধরানো।']"
C68.12,"Valo laglo.but juto Mara ta dekhale valo hoto.besi valo hoto.nahole golpo
sonachen Mone hochhe",CAG,NGEN,ভালো laglo.but জুতো mara টা দেখলে valo হতো.বেশি ভালো হতো.নাহলে গল্প তাই mone hochhe,"['ভালো', 'laglo.but', 'জুতো', 'mara', 'টা', 'দেখলে', 'valo', 'হতো.বেশি', 'ভালো', 'হতো.নাহলে', 'গল্প', 'তাই', 'mone', 'hochhe']"
C68.187,ঢেঁকি স্বর্গে গেলেও ধান ভাঙে | ভাই ছাগলকে লাঙ্গল টানতে দেখেছো?,CAG,NGEN,ঢেঁকি স্বর্গে গেলেও ধান ভাঙে | ভাই ছাগলকে লাঙ্গল টানতে দেখেছো?,"['ঢেঁকি', 'স্বর্গে', 'গেলেও', 'ধান', 'ভাঙে', '|', 'ভাই', 'ছাগলকে', 'লাঙ্গল', 'টানতে', 'দেখেছো?']"
C68.637,Juto marai uchit,CAG,NGEN,জুতো marai উচিত,"['জুতো', 'marai', 'উচিত']"
C68.955.1,"Hmm akdom thik bolechen janina kno sobai ranu mondol k niye ato jolchy.
..asoly oder kachy erokom talent nei tai sojjo hocchy na oder",NAG,NGEN,hmm পরিসংখ্যান ঠিক বলেছেন জানিনা গিঁট sobai মন্ডল প্রতি নিয়ে ato ঝাঁকুনি ..আসোলি বা kachy অ্যারোকম talent নেই tai ওখানে হকি oder,"['hmm', 'পরিসংখ্যান', 'ঠিক', 'বলেছেন', 'জানিনা', 'গিঁট', 'sobai', 'মন্ডল', 'প্রতি', 'নিয়ে', 'ato', 'ঝাঁকুনি', '..আসোলি', 'বা', 'kachy', 'অ্যারোকম', 'talent', 'নেই', 'tai', 'ওখানে', 'হকি', 'oder']"
C59.1357,Darun vai ekdm thik,NAG,NGEN,দারুন বা একবার ঠিক,"['দারুন', 'বা', 'একবার', 'ঠিক']"
C46.215.1,AYAN DAS kutta bole kukurder opoman krbena..kukurder nokher joggo noy era,NAG,NGEN,ayan দ্য কুত্তা বলে কুকুরদের অপমান krbena..kukurder nokher যোগ্য noy ছিল,"['ayan', 'দ্য', 'কুত্তা', 'বলে', 'কুকুরদের', 'অপমান', 'krbena..kukurder', 'nokher', 'যোগ্য', 'noy', 'ছিল']"
C62.332.1,তুই অাসলে একটা মাগি,OAG,GEN,তুই অাসলে একটা মাগি,"['তুই', 'অাসলে', 'একটা', 'মাগি']"
C65.29,এরা আসলে মাঘা,CAG,GEN,এরা আসলে মাঘা,"['এরা', 'আসলে', 'মাঘা']"
C45.725,কোথায় দাদা এই জা গাটার নাম কি,NAG,NGEN,কোথায় দাদা জা গাটার নাম কি,"['কোথায়', 'দাদা', 'জা', 'গাটার', 'নাম', 'কি']"
C68.629,He he sera diyecho bro,NAG,NGEN,তিনি he হবে diyecho ভাই,"['তিনি', 'he', 'হবে', 'diyecho', 'ভাই']"
C46.25,"Ai dhoroner video upload kora aayin kore bndho kora dorkar. Ai sob dekhe
society nosto hochhe. Rape murder bere jachhe..",NAG,NGEN,ধরণের ভিডিও আপলোড kora এসেছিল বাঁধাই করা করা দরকার. সব দেখে সমাজ নষ্ট hochhe। ধর্ষণ murder বেড়ে যাচ্ছে..,"['ধরণের', 'ভিডিও', 'আপলোড', 'kora', 'এসেছিল', 'বাঁধাই', 'করা', 'করা', 'দরকার.', 'সব', 'দেখে', 'সমাজ', 'নষ্ট', 'hochhe।', 'ধর্ষণ', 'murder', 'বেড়ে', 'যাচ্ছে..']"
C59.274,"কি যে ওর কন্ঠ সুর শুনলে পাড়েই বমি আসে,,, হিমেশের সালমান খান বেশি ফেমাস হওয়ার
জন্য এইসব পাগলদের কে প্রশ্রয় দেয়,,,,,",OAG,NGEN,"কি যে ওর কন্ঠ সুর শুনলে পাড়েই বমি আসে,,, হিমেশের সালমান খান বেশি ফেমাস হওয়ার জন্য এইসব পাগলদের কে প্রশ্রয় দেয়,,,,,","['কি', 'যে', 'ওর', 'কন্ঠ', 'সুর', 'শুনলে', 'পাড়েই', 'বমি', 'আসে,,,', 'হিমেশের', 'সালমান', 'খান', 'বেশি', 'ফেমাস', 'হওয়ার', 'জন্য', 'এইসব', 'পাগলদের', 'কে', 'প্রশ্রয়', 'দেয়,,,,,']"
C45.376,Kothai vii ata ami jabo😋😋😎😎,NAG,NGEN,কোথায় তুমি কি আসছ তারা আমি jabo😋😋😎😎,"['কোথায়', 'তুমি', 'কি', 'আসছ', 'তারা', 'আমি', 'jabo😋😋😎😎']"
C59.1462,100% write bolechen vai thanks for video,NAG,NGEN,১০০% লিখুন বলেছেন বা thanks জন্য ভিডিও,"['১০০%', 'লিখুন', 'বলেছেন', 'বা', 'thanks', 'জন্য', 'ভিডিও']"
C59.1865,রানু একটা খানকি ওকে কুকুরে লাগাতো😊😊😊😊😊,OAG,GEN,একটা খানকি ওকে কুকুরে লাগাতো😊😊😊😊😊,"['একটা', 'খানকি', 'ওকে', 'কুকুরে', 'লাগাতো😊😊😊😊😊']"
C45.686,First er meye ta amk cheat korechilo,NAG,GEN,প্রথম মেয়ে টা amk প্রতারণা করেছিল,"['প্রথম', 'মেয়ে', 'টা', 'amk', 'প্রতারণা', 'করেছিল']"
