monolingual,Sub-task B
ভাইরা আমি ইন্ডিয়ান নাম সামিউল রাহামান বাড়ি মালদা জেলায় আমি তোমাদের দেশের নায়ক নাইকাদের পরিণতি দেখে মোনে মোনে ভাবি যে এরা কোনো নায়ক বা নাইকা নয় কারণ নায়ক নাইকা শুধু সিনেমাই এরকম এক্টিং কোরেথাকে বাস্তবে নয় তাই বলছি যদি কেও পারো তাহলে আমার কমেন্ডটা তাদের কাছে একটু মেসেজ কোরো এবং দিন ধর্মের দিকে এগিয়ে যাবার চেষ্টা করতে বোলো সে হয়তো বোলবে যে তোমরা ইন্ডিয়ানরা কি ভালো কিন্তু তা নয় আমাদের ইন্ডিয়ায় শুধু হিন্দুরাই এসব মুসলিমরা নয় তোমরা তো মুসলিম তা সত্ত্বেও এসব করাটা ঠিক হচ্ছেনা যদি পারো এসব ছেড়ে দাও ইতি। মধ্যে indian men | সকলকে জানায় আমার তরফ থেকে আসসালামু আলাইকুম ।,1
sex video banano....,1
প্রভু বিসি ক্যাগোলিও korbe,1
সব প্রতি tmc partyr jhanda দেখা মা,1
akdom ঠিক bolecho bhai,1
@৪৪০ volt বাংলা হু,1
ভাল লাগল বুক bolacho,1
রাইট বা ভাল ..,1
সব দেখানো বন্ধ করুন।এতে সমাজের ক্ষতি।,1
ছোট লোকের স্বভাব সবসময় ছোটলোক থাকে বড়লোক কোনদিন।,1
বুক আমার স্টাই কথা bolchhen .নাকি বানানো যোদি রানুদি শোনে,1
যথার্থ জবাব দিয়েচ,1
দারুন দাদাভাই darun amr দ্য who mot😡😡😡😡,1
জানোয়ার গুলোর ফাঁসি চাই,1
বয়স বেশি হলে ওরকমই বলে এটা আমি জানি আমাদের পাশে যাদের বয়স্ক লোক আছে অনেকে বলে 72 বছর বয়স হলে ওরকমই হয়ে যায়,1
ফোকিনি,1
আদিতিমুনসিকির্টন,1
এটাকে জুতা মারা উচিত আমার রানুকে একদম দেখতে ইচ্ছে,1
তোর গুদ চুল ভাবুন,0
😢😢😢😢😢😢,1
খুব সুন্দর হয়েছে ভিডিও,1
এইরকম গঠনমূলক সমালোচনার জন্য আপনাকে ধন্যবাদ তবে আপনার কথার মধ্যে মজার বিষয় ধরে আমাদের বহু উদীয়মান শিল্পী সত্যিই যদি রেলস্টেশন বাসস্টপে দাঁড়িয়ে খালি গলায় তাদের প্রতিভার পরিচয় দেয় তাদের সাফল্যের রাস্তাটা অনেক সহজ হয়ে যাবে ‌। এইরকম আক্রমণাত্মক ভাবে চালিয়ে যাও ভাই তোমার প্রতি শুভেচ্ছা রইল।,1
প্রভু চাঁদ দেখে টুনিয়া পুরো লড়াই,1
বোকাচোদা কুরআন porsis jibone.islam সাদা বোনের বিবাহ সম্পূর্ণ হারাম kore তিনি বলেন বুজলি madarcod,0
habby at d o,1
মন্ট্রি ডার্নিও জায়গা ভি,1
ক। পি। জে আব্দুল kalam bola ছিল j ওহোনকার tkhon করা jakhon আমি জানি ওমান কিছু paya যাই j seta তার poyer joggo ক্লান্ত হয়ে .... 😁 😁 😁 😁,1
তার আছে তার আছে,1
আমি na,1
"দাদা একদম খাঠি কথা বলেছেন, জারা কে এতো বড়ো জাগায় জাওয়ার সুযোগ দিয়ে ছিল তারা ওর পাগলা মো কথা বার্তা সুনে আবার বাটি ধরিয়ে দেবে হাতে, দাদা আপনার ভিডিওটা খুবই ভালো লাগলো।",1
khankir 6ele ok bolar age tui sob cheye boro khakir chele.. suyorer বাচ্চা nije to ge6is thapanor জন্য.. wait kor report marchi..,0
nice dada khub ভালো laglo😍😍,1
sab koitar fasi দেওয়া উচিত ছিল,1
আমার হোগা মারা সারা.... রানুর হেটার্স লাইক দেরে....,1
@sudip bhattacharyya age bara banan thik kore lekh.marani sala illiterate.r lajja thkle comments করিস na amy.tor পছন্দ অধীনে আরও debo sudip,0
magir সর্বদা,0
"ভাই পারলে নিজের ক্রিয়েটিভিটি দিয়ে কনটেন্ট তৈরি করুন। এইসব ফালতু কন্টেন্টে তৈরি থেকে বিরত থাকুন। অন্যকে নিয়ে উপহাস করা আপনার অধিকার নায় ‌। মানুষ মাত্রই ভুল, তাই এইসব ছোটখাটো বিষয় নিয়ে এত তোলপাড় করার কিছু নেই, আপনাদের মত ইউটিউবার মনিটাইজেশন অন কিছু টাকা ইনকামের জন্য এইসব ধান্দাবাজি শুরু ছেন। তাই বলছি পারলে নিজের ক্রিয়েটিভ দিয়ে কনটেন্ট তৈরি করুন ‌। ধন্যবাদ।",1
বিক্রয় সেখানে ভাল morbo,0
"দেখুন সুজেন রেপ কেস মনে পরে আসামিরা কোথায়, সুতারণঃ এসব বলে লাভ, মাননীয়া বলেছেন নাটক, সুতরাং আপনিও নাটক ই করছেন.",1
ভালো,1
💩💩💩💩💩🖕🖕🖕 এমসি,0
মাগী তো পাগল,0
di আত্মা খান ki,1
কালি তোকে শুয়োর দিয়ে চুদে নেওয়া লাগবে,0
"তুমি ঠিকই বলেছো ভাই, ভিখারীর মন কখনো রাজার মত হয় না,",1
৬২৯৪৫০১৭টো আমার নম্বর,1
ওকে জুতো পেটা করো,1
🤣🤣✌✌👍👍,1
