monolingual,Sub-task B
relate bruddathankyou awesome reviewi addictions,1
such bitch,0
such hindi appreciate,1
eccentricity bongs pak fan,1
ruined climaxit committed suicide depression moved oncause returns relationship occurrence negative eventsthis made completely different awesome ended saidbut climax made fucked hit reply agree,1
super vedio biii,1
pyar slap feminist,1
undercover rock stars depicts reality dark societies complete imaginary,1
reply instagram dm's,1
sensibility power infinity,1
after bhagat jehangir national hero,1
interstellar great,1
true reviewer,1
best review,1
negative,1
fantastic review perfect,1
sahii sahii these hypocrites spoil chutiye liberals feminists,1
subha jisu wow dance,1
yep covered aspects without biased,1
make video big boss,1
17k dislikes librandu dogs sukooooon,0
i think so stay talk kere with bolle clay thank,1
video best #जhttpwwwyoutubecomresultssearch_query=%23%e0%a4%9c्ञान #durationhttpwwwyoutubecomresultssearch_query=%23duration 1310 https youtube com watch v=j2j5sssp5yq&t=13m10s 1345# pratik sir awesomeness overloaded real fact# relatable sir salute,1
very,1
**sucharita cheap fuck**,0
bollywood crap nepotism peaksee things,1
100%,1
it’s year nowplease happened,1
really days ayushmaan khurana realistic hero thank mention,1
acting#apuhttpwwwyoutubecomresultssearch_query=%23apu biswas,1
arundhati give kutti but suggest names illegal immigrants muslims,0
hahaha break chain,1
his films meant family audiences doesn’t vulgarity adult content films,1
yea agree,1
feminists strong alpha male characters,1
she anti national jail,1
nan,1
respect brother definition,1
stupid story,1
freedom speech she'll provoke innocent give ranga billa i'm amazed foolish booker prize worth,1
video evr,1
brave guy,1
consititution leave 100 criminal arrest innocent,1
loves turly kissed infront family members home respectable women accepted ban coz knew drinking habbit continue clever decision slapped reason lefting arms night pleasure information looser act talk family marriage moron send family convey family agreed relationship leave home court marriage simple feminists absolutely,1
great analysis,1
feel,1
send rehabilitation center,1
vicary vicary,1
<httpsyoutubeojpyhghdvtk> watch sucharata roast,1
yes sir watched yesterday shahid mind blowing,1
stop exargerating feminism feminism protecting women despair course exaggerate real goal prove point disgusting,1
u're great sir today watched agree woman,1
truth shall set free wtf boss commenting deal shit video channel are ultimate boss youtuber make boys alpha males make stupid that telling thier sins,1
true friend,1
thankx,1
proud stay away flimsy propaganda focus career parents society country rest illusion,1
from today onward called kungfu bitc,1
talk shit,1
three speaking time,1
nupur sharma ruined debate why isn’t arnab reducing volume congress guy rather 1804httpswwwyoutubecomwatchv=n3d5ilngama&t=18m04s arnab “nupur common yaar”,1
patriot,1
waiting video long time,1
real will marry,1
mangina wife orgasmic scenes veere wedding chup baitho,0
righttt,1
waiting videobest review,1
watched singhalthough watched arjun reddy,1
god bless jahangir sir great job,1
they emotions,1
written spoiler alert review,1
views biasedbut funny biased,1
most awaited video,1
face morning food day,1
iam straight happy open minded sexuality congrats victory,1
one sided debate bullshit,1
vidya harish bhandary she failed soft porn actress south,0
she possibly back money collection free flow foreign money fruitful work ngos rights organizations mode lifestyle affected she fruitful earn money acts misleading flamboyant style living affectedchannels attempts build trp persons,1
arnab longer anchor republic watching anymore bias news anchor,1
vipul bisht,1
biggest chutiya sattu rajkumar rao shadi jaroor aana motivational,1
arundathi roy live instigates violence spreading dangerous ideology indians fall kind traitors please beware these kind people spread awareness need stop these non sense,1
articulate language thoughts well,1
watch videos future& it’s motivate everyday,1
gaysex,1
1604httpswwwyoutubecomwatchv=n_zmfqmzos0&t=16m04s exposition device,1
sir feminazi liberandi's rant singhcheck hereppl bashing left ryt see dis plz dnt forget dislike video guys <httpsyoutubec-lryevxeva>,0
bro make video #bigbosshttpwwwyoutubecomresultssearch_query=%23bigboss craziness,1
please raw analysis joker,1
gopal advani,1
just public excluded govt schemes benefits people leave time,1
nyc,1
correct 🤞🤞🤞🤞,1
awesome,1
feminist bothered water crisis bothered,1
chambal tigers hiro,1
very nyc videos awsm inspiring giving gud msg interesting &_funny modern future count list youtubers,1
jharna mahato only not don't disrespect anyone's,1
true,1
joke,1
she openly instigated violence minorities,1
great filmy expert future,1
devil randi arundatiwe risekick ass threw dirty shit away country,0
story expect character's back story,1
honest review,1
dear patriots fact hate sign,1
yes brother hidden sneaks coming now lets unite,1
<httpsyoutubekbd57dyamuo> watch awesome,1
well,1
bro review joker,1
made video topic,1
caa shown faces snakes feeding,1
1339httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m39s absolutely correct time,1
perfect boss,1
tisa akhter,1
fantastic video,1
fuck leberal feminist,0
those carry attitude guy shwetabh gangwar hit,1
scott adler wife put false case spent months jail released prison immediately reached in- laws house stabbed mother inlaw father in-law brother in-law sister law finally injured wife critically believe message,1
very nice video sir best best reply feminists,1
mad ranu mandel,1
nice,1
don't abusive language,1
nice video,1
"""four shots"" ""lust stories ""veere wedding infact drugs girls pov but questions why warn boys date consent what what",1
time leave,1
watch gully boy shwetab bhai bet disappointed,1
hrithik sir different type,1
sweet,1
bro remember video kedarnath supported bollywood #lovehttpwwwyoutubecomresultssearch_query=%23love totally changed movi maturity understand movi peope watch movi refresh mind,1
nice,1
nan,1
hated tells truth -plato that's guy number subscribersbecause tells truth,1
nan,1
mind likes man's defecation disgusting gay smell hand dump sick fucks,0
men women created otherhomosexuality wrongithttpwrongit considered sin religionsdelhi place countryi rest indians support homosexualitythose video probably supported coz camera onwhy god create opposite gender living creature earth,0
<httpswwwgooglecomampswwwindiatodayinampcrimestoryminor-raped- inside-army-s-eastern-command-headquarter-in-kolkata-employee- held-1552336-2019-06-19>,1
flavia neha gupta bloody scum earth these bitches scrapped law provisions anti- women misuse law,0
nan,1
bro review joker,1
best review,1
2054httpswwwyoutubecomwatchv=n3d5ilngama&t=20m54s detention centre constructed free cost adhaar proof citizenship amit shah money wasted,1
#nishakeyaghoshhttpwwwyoutubecomresultssearch_query=%23nishakeyaghosh awesome,1
excellent review pratik,1
hate unable complete spoken understand sides sort mute button warning cards debates,1
hmm,1
masterpiece' nonsense interstallar inception dangal bahubali,1
law hands punish traitorswe depend judiciary police political parties it's time rebel anti national pigs extent eliminating,1
damm intro sounds,1
these maxist urban naxals jailed,1
"smart prabudh dixit problem ""indians"" emotional when kid teens sees called ""romantic bollywood films"" bound play mind scenario blame directors producers i'm great scripts audience they support they typical ""mirchi masala"" situation cinema industry option comply high time open narrow joker yesterday boy masterpiece find hard believe brilliant ideas bringing big screens biggest problem hope day bollywood moves chance projects kudos",1
<httpsyoutubeza1kukqxrdq>,1
appreciate thoughts feminists,1
films place depends perceive,1
best talking,1
jayaram akkina write imagine story written bollywood director considered cult classic arjun reddykabir cult called hits,1
kasturi arundati roy both idiots,1
holle,1
siru genius,1
