ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C7.1357,"Respect for you man,subscribed.",NAG,NGEN,respect mansubscribed,"['respect', 'mansubscribed']","['respect', 'mansubscribed']",respect mansubscribed
C7.1700,I hate liberals....,OAG,NGEN,hate liberals,"['hate', 'liberals']","['hate', 'liberals']",hate liberals
C4.2225,Thanks I Was Waiting For This Video From A Long Time,NAG,NGEN,thanks was waiting for this video from long time,"['thanks', 'was', 'waiting', 'for', 'this', 'video', 'from', 'long', 'time']","['thanks', 'was', 'waiting', 'for', 'this', 'video', 'from', 'long', 'time']",thanks was waiting for this video from long time
C59.1766,I love you so much bro,NAG,NGEN,love,['love'],['love'],love
C7.207,Well said 👍,NAG,NGEN,well,['well'],['well'],well
C10.61,"Every plant tree animal even bricks have an identification ~~where did it come
from - how did it get here - what 's it's name - they have all been embraced &
have contributed to the advancement of the country/We human beings cannot walk
around like a lafanga - NO NAME~~ origin - etc /THE world is moving fast - if
India is not ready to be part of the earth CHAOS will ensue - the govt is
doing what they were elected to do - MAKE EVERY RESIDENT REVELANT HOW CAN THEY
DO THIS IF THEY DONT KNOW WHO THE F......... YOU ARE- DONT MAKE THE FUTURE
GENERATIONS NULL & VOID!!!!!",NAG,NGEN,every plant tree animal bricks identification ~~where embraced contributed advancement countrywe human beings walk lafanga name~~ origin the world moving fast india ready part earth chaos ensue govt elected make every resident revelant how can they this they dont know who the you are- dont make the future generations null void,"['every', 'plant', 'tree', 'animal', 'bricks', 'identification', '~~where', 'embraced', 'contributed', 'advancement', 'countrywe', 'human', 'beings', 'walk', 'lafanga', 'name~~', 'origin', 'the', 'world', 'moving', 'fast', 'india', 'ready', 'part', 'earth', 'chaos', 'ensue', 'govt', 'elected', 'make', 'every', 'resident', 'revelant', 'how', 'can', 'they', 'this', 'they', 'dont', 'know', 'who', 'the', 'you', 'are-', 'dont', 'make', 'the', 'future', 'generations', 'null', 'void']","['every', 'plant', 'tree', 'animal', 'bricks', 'identification', '~~where', 'embraced', 'contributed', 'advancement', 'countrywe', 'human', 'beings', 'walk', 'lafanga', 'name~~', 'origin', 'the', 'world', 'moving', 'fast', 'india', 'ready', 'part', 'earth', 'chaos', 'ensue', 'govt', 'elected', 'make', 'every', 'resident', 'revelant', 'how', 'can', 'they', 'this', 'they', 'dont', 'know', 'who', 'the', 'you', 'are-', 'dont', 'make', 'the', 'future', 'generations', 'null', 'void']",every plant tree animal bricks identification ~~where embraced contributed advancement countrywe human beings walk lafanga name~~ origin the world moving fast india ready part earth chaos ensue govt elected make every resident revelant how can they this they dont know who the you are- dont make the future generations null void
C33.368,Very funny... video 😁😁😂😂😂🤣🤣,NAG,NGEN,very funny video,"['very', 'funny', 'video']","['very', 'funny', 'video']",very funny video
C4.1904,Sir what about anime??,NAG,NGEN,sir anime,"['sir', 'anime']","['sir', 'anime']",sir anime
C4.1655,"I was eagerly waiting for Mensutras review on This Shitty Kabir singh movie. I
havent watched it yet but before that i want to know your opinion. Now i feel
,I saved my time by not watching this Senseless movie.",NAG,NGEN,eagerly waiting mensutras review this shitty kabir singh movie watched opinion now feel saved time watching senseless movie,"['eagerly', 'waiting', 'mensutras', 'review', 'this', 'shitty', 'kabir', 'singh', 'movie', 'watched', 'opinion', 'now', 'feel', 'saved', 'time', 'watching', 'senseless', 'movie']","['eagerly', 'waiting', 'mensutras', 'review', 'this', 'shitty', 'kabir', 'singh', 'movie', 'watched', 'opinion', 'now', 'feel', 'saved', 'time', 'watching', 'senseless', 'movie']",eagerly waiting mensutras review this shitty kabir singh movie watched opinion now feel saved time watching senseless movie
C7.2133.4,Who's that?,NAG,NGEN,who's,"[""who's""]","[""who's""]",who's
C4.1085.5,"@Sandeep Meena Bible is the only word of God in this world that changes
lives...Bible has built the most developed countries of the west and has
contributed to the progress in science and technology.... without Bible there
would be no scientific development and progress...  
  
  
Geeta has contributed to the misery and hopelessness that India shoes...
following geeta India has become a poor and non productive society...  
If India accepts the true God Yahweh(Jesus) of the Bible...India will be
developed and prosperous...i mean all of them...not only few rich people but
whole society will change....because only Jesus is the way to God the Father
and he is way to heaven...and only Jesus give salvation and eternal life.",NAG,NGEN,sandeep meena bible word god world changes livesbible built developed countries west contributed progress science technology bible scientific development progress geeta contributed misery hopelessness india shoes geeta india poor productive society india accepts god yahwehjesus bibleindia developed prosperousi themnot rich society changebecause jesus god father heavenand jesus give salvation eternal life,"['sandeep', 'meena', 'bible', 'word', 'god', 'world', 'changes', 'livesbible', 'built', 'developed', 'countries', 'west', 'contributed', 'progress', 'science', 'technology', 'bible', 'scientific', 'development', 'progress', 'geeta', 'contributed', 'misery', 'hopelessness', 'india', 'shoes', 'geeta', 'india', 'poor', 'productive', 'society', 'india', 'accepts', 'god', 'yahwehjesus', 'bibleindia', 'developed', 'prosperousi', 'themnot', 'rich', 'society', 'changebecause', 'jesus', 'god', 'father', 'heavenand', 'jesus', 'give', 'salvation', 'eternal', 'life']","['sandeep', 'meena', 'bible', 'word', 'god', 'world', 'changes', 'livesbible', 'built', 'developed', 'countries', 'west', 'contributed', 'progress', 'science', 'technology', 'bible', 'scientific', 'development', 'progress', 'geeta', 'contributed', 'misery', 'hopelessness', 'india', 'shoes', 'geeta', 'india', 'poor', 'productive', 'society', 'india', 'accepts', 'god', 'yahwehjesus', 'bibleindia', 'developed', 'prosperous', 'themnot', 'rich', 'society', 'changebecause', 'jesus', 'god', 'father', 'heavenand', 'jesus', 'give', 'salvation', 'eternal', 'life']",sandeep meena bible word god world changes livesbible built developed countries west contributed progress science technology bible scientific development progress geeta contributed misery hopelessness india shoes geeta india poor productive society india accepts god yahwehjesus bibleindia developed prosperous themnot rich society changebecause jesus god father heavenand jesus give salvation eternal life
C4.1200,"At that time of its releasing date, I decided to watch ARTICLE 15, and truly,
it is much times better than KABIR SINGH, even many of my friends critised me,
for that I dont know what feelings are? What love is? I will repeat again,
many of us don't have the gut to watch and accept the truth showed in ARTICLE
15. And for sure KABIR SINGH is a garbage. Because it destroyed true meaning
of LOVE. Awesome video Shwetabh Sir💁‍♂️🙋‍♂️",NAG,NGEN,time releasing date decided watch article times kabir singh friends critised feelings what love repeat gut watch accept truth showed article and kabir singh garbage because destroyed meaning love awesome video shwetabh sir‍‍,"['time', 'releasing', 'date', 'decided', 'watch', 'article', 'times', 'kabir', 'singh', 'friends', 'critised', 'feelings', 'what', 'love', 'repeat', 'gut', 'watch', 'accept', 'truth', 'showed', 'article', 'and', 'kabir', 'singh', 'garbage', 'because', 'destroyed', 'meaning', 'love', 'awesome', 'video', 'shwetabh', 'sir\u200d\u200d']","['time', 'releasing', 'date', 'decided', 'watch', 'article', 'times', 'kabir', 'singh', 'friends', 'criticised', 'feelings', 'what', 'love', 'repeat', 'gut', 'watch', 'accept', 'truth', 'showed', 'article', 'and', 'kabir', 'singh', 'garbage', 'because', 'destroyed', 'meaning', 'love', 'awesome', 'video', 'shwetabh', 'sir\u200d\u200d']",time releasing date decided watch article times kabir singh friends criticised feelings what love repeat gut watch accept truth showed article and kabir singh garbage because destroyed meaning love awesome video shwetabh sir‍‍
C7.492,"You said exactly what I wanted to say. In fact usually I don't watch love
stories but I came across a review by a feminazi who bashed the movie. I
immediately decided... ab toh zaroor dekhunga 😈",NAG,NGEN,you wanted fact watch love stories review feminazi bashed movie immediately decided zaroor dekhunga,"['you', 'wanted', 'fact', 'watch', 'love', 'stories', 'review', 'feminazi', 'bashed', 'movie', 'immediately', 'decided', 'zaroor', 'dekhunga']","['you', 'wanted', 'fact', 'watch', 'love', 'stories', 'review', 'feminazi', 'bashed', 'movie', 'immediately', 'decided', 'zaroor', 'dekhunga']",you wanted fact watch love stories review feminazi bashed movie immediately decided zaroor dekhunga
C4.1364,"You're right shwetabh  
.....Ayushman is great future of Bollywood 👌 ✌",NAG,NGEN,you're shwetabh ayushman great future bollywood,"[""you're"", 'shwetabh', 'ayushman', 'great', 'future', 'bollywood']","[""you're"", 'whitish', 'ayushman', 'great', 'future', 'bollywood']",you're whitish ayushman great future bollywood
C44.264,😠 disgusting,OAG,NGEN,disgusting,['disgusting'],['disgusting'],disgusting
C63.86.1,thank you,NAG,NGEN,,[],[],
C7.1220,"Real love? Commitment?! R u serious?!First time seeing a girl, and declaring
woh Meri bandi Hain!! And glorifying it!! Clap to you !!",OAG,NGEN,real love commitment seriousfirst time girl declaring meri hain and glorifying clap,"['real', 'love', 'commitment', 'seriousfirst', 'time', 'girl', 'declaring', 'meri', 'hain', 'and', 'glorifying', 'clap']","['real', 'love', 'commitment', 'seriousfirst', 'time', 'girl', 'declaring', 'meri', 'hain', 'and', 'glorifying', 'clap']",real love commitment seriousfirst time girl declaring meri hain and glorifying clap
C33.469,Loved this video 😂😂😂,NAG,NGEN,loved video,"['loved', 'video']","['loved', 'video']",loved video
C7.2188,Your tshirt is awesome bro,NAG,NGEN,your tshirt awesome,"['your', 'tshirt', 'awesome']","['your', 'tshirt', 'awesome']",your tshirt awesome
C4.1902.1,"And what about random senior coming to class and changing seating 😒 were in
reality u need special supreme court order then only students will b like ok i
will sit there",NAG,NGEN,and random senior coming class changing seating reality special supreme court order students sit,"['and', 'random', 'senior', 'coming', 'class', 'changing', 'seating', 'reality', 'special', 'supreme', 'court', 'order', 'students', 'sit']","['and', 'random', 'senior', 'coming', 'class', 'changing', 'seating', 'reality', 'special', 'supreme', 'court', 'order', 'students', 'sit']",and random senior coming class changing seating reality special supreme court order students sit
C4.816,"Your opinion exactly matches with my opinion when I have seen Arjun reddy.
Original version of Kabir Singh. It's the dumbest film lack of heroism.",CAG,NGEN,your opinion matches opinion arjun reddy original version kabir singh it's dumbest film lack heroism,"['your', 'opinion', 'matches', 'opinion', 'arjun', 'reddy', 'original', 'version', 'kabir', 'singh', ""it's"", 'dumbest', 'film', 'lack', 'heroism']","['your', 'opinion', 'matches', 'opinion', 'arjun', 'reddy', 'original', 'version', 'kabir', 'singh', ""it's"", 'dumbest', 'film', 'lack', 'heroism']",your opinion matches opinion arjun reddy original version kabir singh it's dumbest film lack heroism
C59.2179,Hat's off to you bro ......absolutely right,NAG,NGEN,hat's absolutely,"[""hat's"", 'absolutely']","[""hat's"", 'absolutely']",hat's absolutely
C7.1851,This channel gives me hope.,NAG,NGEN,this channel hope,"['this', 'channel', 'hope']","['this', 'channel', 'hope']",this channel hope
C7.2133,"1 feminist is on trending list , this is reply to her & u nailed it sir",CAG,NGEN,feminist trending list reply nailed sir,"['feminist', 'trending', 'list', 'reply', 'nailed', 'sir']","['feminist', 'trending', 'list', 'reply', 'nailed', 'sir']",feminist trending list reply nailed sir
C9.176,Bankrupt intellectual,NAG,NGEN,bankrupt intellectual,"['bankrupt', 'intellectual']","['bankrupt', 'intellectual']",bankrupt intellectual
C32.97,"totally wrong story...i doesn't happens..he shouldn't killed his wife...He has
to tell his wife everything about him rather than to do this crime...i think a
real gay couples never do [this.It](http://this.it/) was just imagine story
that doesn't exist nd can't happens in real [life.so](http://life.so/) i don't
like this movie.. That's why l'm disliking this movie.",CAG,NGEN,totally wrong storyi happenshe killed wifehe wife crimei real gay couples thisithttpthisit imagine story exist real lifesohttplifeso movie that's l'm disliking movie,"['totally', 'wrong', 'storyi', 'happenshe', 'killed', 'wifehe', 'wife', 'crimei', 'real', 'gay', 'couples', 'thisithttpthisit', 'imagine', 'story', 'exist', 'real', 'lifesohttplifeso', 'movie', ""that's"", ""l'm"", 'disliking', 'movie']","['totally', 'wrong', 'storyi', 'happenshe', 'killed', 'wifehe', 'wife', 'crimei', 'real', 'gay', 'couples', 'thisithttpthisit', 'imagine', 'story', 'exist', 'real', 'lifesohttplifeso', 'movie', ""that's"", ""l'm"", 'disliking', 'movie']",totally wrong storyi happenshe killed wifehe wife crimei real gay couples thisithttpthisit imagine story exist real lifesohttplifeso movie that's l'm disliking movie
C10.476,Arnab is deception making,NAG,NGEN,arnab deception making,"['arnab', 'deception', 'making']","['arnab', 'deception', 'making']",arnab deception making
C33.659.3,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 true,NAG,NGEN,,[],[],
C10.654,"Government should immediately put AR behind bars for giving such illegal
suggestions. Kasturi Shankar seems to be an actor without brains. Plz do not
call her again, very stupid comments from her...",NAG,NGEN,government immediately put bars giving illegal suggestions kasturi shankar actor brains plz call stupid comments,"['government', 'immediately', 'put', 'bars', 'giving', 'illegal', 'suggestions', 'kasturi', 'shankar', 'actor', 'brains', 'plz', 'call', 'stupid', 'comments']","['government', 'immediately', 'put', 'bars', 'giving', 'illegal', 'suggestions', 'kasturi', 'shankar', 'actor', 'brains', 'plz', 'call', 'stupid', 'comments']",government immediately put bars giving illegal suggestions kasturi shankar actor brains plz call stupid comments
